,Municipio,Notificados,Confirmados,Clinico Epidemiologico,Participacao por Municipio,Incidencia,Obitos,Letalidade,Mortalidade,Data
947,Manaus,64.68,24089,143.0,40.45%,1103.6,1660,6.89%,76.05,2020-06-17 00:00:00
948,INTERIOR,68072,35458,399.0,59.55%,1807.39,919.0,2.59%,46.84,2020-06-17 00:00:00
949,Coari,5.9860000000000015,3018,0.0,5.07%,3546.54,77.0,2.55%,90.48,2020-06-17 00:00:00
950,Manacapuru,6.98,2.9730000000000003,13.0,4.99%,3053.08,121.0,4.07%,124.26,2020-06-17 00:00:00
951,Tefé,2905,2555,85.0,4.29%,4269.08,75.0,2.94%,125.32,2020-06-17 00:00:00
952,São Gabriel da Cachoeira,3.36,2446,52.0,4.11%,5368.27,36.0,1.47%,79.01,2020-06-17 00:00:00
953,Parintins,4387,2.1,2.0,3.53%,1837.7,67.0,3.19%,58.63,2020-06-17 00:00:00
954,Benjamin Constant,2246,1346,1.0,2.26%,3131.4,27.0,2.01%,62.81,2020-06-17 00:00:00
955,Itacoatiara (1),2185,1209,0.0,2.03%,1193.05,50.0,4.14%,49.34,2020-06-17 00:00:00
956,Tabatinga,2213,1.21,2.0,2.03%,1837.68,70.0,5.79%,106.31,2020-06-17 00:00:00
957,Iranduba,2839,1.1840000000000002,5.0,1.99%,2451.55,35.0,2.96%,72.47,2020-06-17 00:00:00
958,Santo Antônio do Içá,1.4340000000000002,957.0,2.0,1.61%,4430.15,18.0,1.88%,83.33,2020-06-17 00:00:00
959,Careiro,1.5119999999999998,864.0,0.0,1.45%,2281.55,13.0,1.50%,34.33,2020-06-17 00:00:00
960,Autazes,1391,818.0,1.0,1.37%,2067.48,27.0,3.30%,68.24,2020-06-17 00:00:00
961,Maués,1715,822.0,15.0,1.38%,1286.28,29.0,3.53%,45.38,2020-06-17 00:00:00
962,Barcelos,1595,781.0,0.0,1.31%,2839.79,20.0,2.56%,72.72,2020-06-17 00:00:00
963,Presidente Figueiredo,2032,730.0,1.0,1.23%,2012.18,20.0,2.74%,55.13,2020-06-17 00:00:00
964,Rio Preto da Eva,2.3609999999999998,606.0,6.0,1.02%,1817.25,11.0,1.82%,32.99,2020-06-17 00:00:00
965,São Paulo de Olivença,1011,577.0,4.0,0.97%,1468.23,15.0,2.60%,38.17,2020-06-17 00:00:00
966,Boca do Acre,1.1079999999999999,557.0,0.0,0.94%,1623.53,9.0,1.62%,26.23,2020-06-17 00:00:00
967,Anori,824.0,556.0,0.0,0.93%,2646.36,9.0,1.62%,42.84,2020-06-17 00:00:00
968,Tapauá (1),1295,512.0,0.0,0.86%,2984.38,3.0,0.59%,17.49,2020-06-17 00:00:00
969,Alvarães (1),710.0,477.0,4.0,0.80%,2973.63,11.0,2.31%,68.57,2020-06-17 00:00:00
970,Barreirinha,739.0,477.0,0.0,0.80%,1488.72,6.0,1.26%,18.73,2020-06-17 00:00:00
971,Itapiranga,465.0,465.0,1.0,0.78%,5083.08,5.0,1.08%,54.66,2020-06-17 00:00:00
972,Carauari,1.3459999999999999,420.0,1.0,0.71%,1484.41,6.0,1.43%,21.21,2020-06-17 00:00:00
973,Uarini,391.0,391.0,0.0,0.66%,2887.74,5.0,1.28%,36.93,2020-06-17 00:00:00
974,Fonte Boa,731.0,392.0,39.0,0.66%,2226.13,14.0,3.57%,79.5,2020-06-17 00:00:00
975,Beruri,465.0,374.0,1.0,0.63%,1900.5,6.0,1.60%,30.49,2020-06-17 00:00:00
976,Tonantins,768.0,382.0,1.0,0.64%,2036.79,14.0,3.66%,74.65,2020-06-17 00:00:00
977,Borba,869.0,373.0,12.0,0.63%,906.2,16.0,4.29%,38.87,2020-06-17 00:00:00
978,Amaturá,378.0,357.0,0.0,0.60%,3094.66,8.0,2.24%,69.35,2020-06-17 00:00:00
979,Humaitá,1.11,362.0,0.0,0.61%,657.23,4.0,1.10%,7.26,2020-06-17 00:00:00
980,Novo Aripuanã,362.0,353.0,0.0,0.59%,1376.54,8.0,2.27%,31.2,2020-06-17 00:00:00
981,Atalaia do Norte,465.0,323.0,0.0,0.54%,1621.4,1.0,0.31%,5.02,2020-06-17 00:00:00
982,Nova Olinda do Norte,445.0,319.0,5.0,0.54%,853.44,18.0,5.64%,48.16,2020-06-17 00:00:00
983,Urucará,663.0,292.0,7.0,0.49%,1796.26,4.0,1.37%,24.61,2020-06-17 00:00:00
984,Urucurituba,787.0,284.0,0.0,0.48%,1231.3,2.0,0.70%,8.67,2020-06-17 00:00:00
985,Lábrea,344.0,272.0,3.0,0.46%,590.42,3.0,1.10%,6.51,2020-06-17 00:00:00
986,Eirunepé,710.0,263.0,0.0,0.44%,745.61,0.0,0.00%,0,2020-06-17 00:00:00
987,Anamã,421.0,247.0,0.0,0.41%,1814.31,0.0,0.00%,0,2020-06-17 00:00:00
988,Jutaí,464.0,218.0,7.0,0.37%,1522.67,13.0,5.96%,90.8,2020-06-17 00:00:00
989,Novo Airão,538.0,202.0,0.0,0.34%,1038.35,5.0,2.48%,25.7,2020-06-17 00:00:00
990,Manaquiri,320.0,195.0,1.0,0.33%,607.38,9.0,4.62%,28.03,2020-06-17 00:00:00
991,Japurá,395.0,188.0,63.0,0.32%,6823.96,0.0,0.00%,0,2020-06-17 00:00:00
992,São Sebastião do Uatumã,322.0,166.0,1.0,0.28%,1184.02,1.0,0.60%,7.13,2020-06-17 00:00:00
993,Maraã,502.0,182.0,23.0,0.31%,998.68,2.0,1.10%,10.97,2020-06-17 00:00:00
994,Silves,315.0,145.0,3.0,0.24%,1581.07,4.0,2.76%,43.62,2020-06-17 00:00:00
995,Boa Vista do Ramos,301.0,140.0,3.0,0.24%,728.9,2.0,1.43%,10.41,2020-06-17 00:00:00
996,Caapiranga,285.0,134.0,0.0,0.23%,1024.39,3.0,2.24%,22.93,2020-06-17 00:00:00
997,Pauini,193.0,193.0,0.0,0.32%,993.51,1.0,0.52%,5.15,2020-06-17 00:00:00
998,Guajará,200.0,179.0,0.0,0.30%,1073.27,1.0,0.56%,6,2020-06-17 00:00:00
999,Nhamundá,185.0,114.0,1.0,0.19%,538.42,2.0,1.75%,9.45,2020-06-17 00:00:00
1000,Codajás,171.0,106.0,1.0,0.18%,370.15,3.0,2.83%,10.48,2020-06-17 00:00:00
1001,Manicoré,736.0,112.0,32.0,0.19%,200.89,3.0,2.68%,5.38,2020-06-17 00:00:00
1002,Juruá,480.0,142.0,0.0,0.24%,965.2,0.0,0.00%,0,2020-06-17 00:00:00
1003,Itamarati,460.0,178.0,0.0,0.30%,2267.23,1.0,0.56%,12.74,2020-06-17 00:00:00
1004,Santa Isabel do Rio Negro,154.0,85.0,0.0,0.14%,337.89,2.0,2.35%,7.95,2020-06-17 00:00:00
1005,Careiro da Várzea,158.0,60.0,0.0,0.10%,198.51,4.0,6.67%,13.23,2020-06-17 00:00:00
1006,Canutama,149.0,48.0,0.0,0.08%,307.12,0.0,0.00%,0,2020-06-17 00:00:00
1007,Apuí (1),169.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-17 00:00:00
1008,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-17 00:00:00
1009,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-17 00:00:00
1010,Manaus,63154,23612,143.0,40.70%,1081.75,1645,6.97%,75.36,2020-06-16 00:00:00
1011,INTERIOR,66.35300000000001,34406,399.0,59.30%,1753.77,905.0,2.63%,46.13,2020-06-16 00:00:00
1012,Coari,5822,2912,0.0,5.02%,3421.98,77.0,2.64%,90.48,2020-06-16 00:00:00
1013,Manacapuru,6794,2.9,13.0,5.00%,2978.12,121.0,4.17%,124.26,2020-06-16 00:00:00
1014,Tefé,2.86,2511,85.0,4.33%,4195.56,74.0,2.95%,123.64,2020-06-16 00:00:00
1015,São Gabriel da Cachoeira,3.35,2434,52.0,4.20%,5341.94,34.0,1.40%,74.62,2020-06-16 00:00:00
1016,Parintins,4.2189999999999985,2051,2.0,3.54%,1794.82,65.0,3.17%,56.88,2020-06-16 00:00:00
1017,Benjamin Constant,2208,1.3330000000000002,1.0,2.30%,3101.15,25.0,1.88%,58.16,2020-06-16 00:00:00
1018,Itacoatiara,2329,1209,0.0,2.08%,1193.05,50.0,4.14%,49.34,2020-06-16 00:00:00
1019,Tabatinga,2218,1189,2.0,2.05%,1805.78,67.0,5.63%,101.76,2020-06-16 00:00:00
1020,Iranduba,2.74,1167,5.0,2.01%,2416.35,35.0,3.00%,72.47,2020-06-16 00:00:00
1021,Santo Antônio do Içá,1401,924.0,2.0,1.59%,4277.38,18.0,1.95%,83.33,2020-06-16 00:00:00
1022,Careiro,1.5,862.0,0.0,1.49%,2276.27,13.0,1.51%,34.33,2020-06-16 00:00:00
1023,Autazes,1369,809.0,1.0,1.39%,2044.74,27.0,3.34%,68.24,2020-06-16 00:00:00
1024,Maués,1686,808.0,15.0,1.39%,1264.38,29.0,3.59%,45.38,2020-06-16 00:00:00
1025,Barcelos,1.55,780.0,0.0,1.34%,2836.16,20.0,2.56%,72.72,2020-06-16 00:00:00
1026,Presidente Figueiredo,1979,712.0,1.0,1.23%,1962.57,20.0,2.81%,55.13,2020-06-16 00:00:00
1027,Rio Preto da Eva,2361,603.0,6.0,1.04%,1808.26,11.0,1.82%,32.99,2020-06-16 00:00:00
1028,São Paulo de Olivença,997.0,568.0,4.0,0.98%,1445.33,15.0,2.64%,38.17,2020-06-16 00:00:00
1029,Boca do Acre (1),1054,541.0,0.0,0.93%,1576.89,8.0,1.48%,23.32,2020-06-16 00:00:00
1030,Anori,779.0,539.0,0.0,0.93%,2565.45,9.0,1.67%,42.84,2020-06-16 00:00:00
1031,Tapauá (1),1295,512.0,0.0,0.88%,2984.38,3.0,0.59%,17.49,2020-06-16 00:00:00
1032,Alvarães,769.0,477.0,4.0,0.82%,2973.63,11.0,2.31%,68.57,2020-06-16 00:00:00
1033,Barreirinha,718.0,472.0,0.0,0.81%,1473.11,6.0,1.27%,18.73,2020-06-16 00:00:00
1034,Itapiranga,457.0,457.0,1.0,0.79%,4995.63,5.0,1.09%,54.66,2020-06-16 00:00:00
1035,Carauari,1.3030000000000002,399.0,1.0,0.69%,1410.19,6.0,1.50%,21.21,2020-06-16 00:00:00
1036,Uarini,378.0,378.0,0.0,0.65%,2791.73,4.0,1.06%,29.54,2020-06-16 00:00:00
1037,Fonte Boa,731.0,376.0,39.0,0.65%,2135.27,14.0,3.72%,79.5,2020-06-16 00:00:00
1038,Beruri,465.0,374.0,1.0,0.64%,1900.5,6.0,1.60%,30.49,2020-06-16 00:00:00
1039,Tonantins,749.0,371.0,1.0,0.64%,1978.14,14.0,3.77%,74.65,2020-06-16 00:00:00
1040,Borba,850.0,367.0,12.0,0.63%,891.62,16.0,4.36%,38.87,2020-06-16 00:00:00
1041,Amaturá,378.0,357.0,0.0,0.62%,3094.66,8.0,2.24%,69.35,2020-06-16 00:00:00
1042,Humaitá,1052,338.0,0.0,0.58%,613.65,4.0,1.18%,7.26,2020-06-16 00:00:00
1043,Novo Aripuanã,388.0,328.0,0.0,0.57%,1279.05,8.0,2.44%,31.2,2020-06-16 00:00:00
1044,Atalaia do Norte,465.0,303.0,0.0,0.52%,1521.01,1.0,0.33%,5.02,2020-06-16 00:00:00
1045,Nova Olinda do Norte,417.0,297.0,5.0,0.51%,794.59,18.0,6.06%,48.16,2020-06-16 00:00:00
1046,Urucará,605.0,278.0,7.0,0.48%,1710.14,4.0,1.44%,24.61,2020-06-16 00:00:00
1047,Urucurituba,712.0,268.0,0.0,0.46%,1161.93,2.0,0.75%,8.67,2020-06-16 00:00:00
1048,Lábrea,302.0,255.0,3.0,0.44%,553.52,3.0,1.18%,6.51,2020-06-16 00:00:00
1049,Eirunepé,687.0,252.0,0.0,0.43%,714.43,0.0,0.00%,0,2020-06-16 00:00:00
1050,Anamã,410.0,241.0,0.0,0.42%,1770.24,0.0,0.00%,0,2020-06-16 00:00:00
1051,Jutaí,455.0,210.0,7.0,0.36%,1466.79,13.0,6.19%,90.8,2020-06-16 00:00:00
1052,Novo Airão,510.0,192.0,0.0,0.33%,986.94,5.0,2.60%,25.7,2020-06-16 00:00:00
1053,Manaquiri (1),315.0,182.0,1.0,0.31%,566.89,8.0,4.40%,24.92,2020-06-16 00:00:00
1054,Japurá,381.0,175.0,63.0,0.30%,6352.09,0.0,0.00%,0,2020-06-16 00:00:00
1055,São Sebastião do Uatumã,310.0,165.0,1.0,0.28%,1176.89,1.0,0.61%,7.13,2020-06-16 00:00:00
1056,Maraã (1),459.0,158.0,23.0,0.27%,866.99,2.0,1.27%,10.97,2020-06-16 00:00:00
1057,Silves,308.0,145.0,3.0,0.25%,1581.07,4.0,2.76%,43.62,2020-06-16 00:00:00
1058,Boa Vista do Ramos,291.0,138.0,3.0,0.24%,718.49,2.0,1.45%,10.41,2020-06-16 00:00:00
1059,Caapiranga,285.0,134.0,0.0,0.23%,1024.39,3.0,2.24%,22.93,2020-06-16 00:00:00
1060,Pauini (1),131.0,131.0,0.0,0.23%,674.35,0.0,0.00%,0,2020-06-16 00:00:00
1061,Guajará (1),162.0,127.0,0.0,0.22%,761.48,1.0,0.79%,6,2020-06-16 00:00:00
1062,Nhamundá,185.0,112.0,1.0,0.19%,528.98,2.0,1.79%,9.45,2020-06-16 00:00:00
1063,Codajás,169.0,105.0,1.0,0.18%,366.66,3.0,2.86%,10.48,2020-06-16 00:00:00
1064,Manicoré,711.0,104.0,32.0,0.18%,186.54,3.0,2.88%,5.38,2020-06-16 00:00:00
1065,Juruá (1),435.0,94.0,0.0,0.16%,638.93,0.0,0.00%,0,2020-06-16 00:00:00
1066,Itamarati (1),262.0,78.0,0.0,0.13%,993.5,1.0,1.28%,12.74,2020-06-16 00:00:00
1067,Santa Isabel do Rio Negro (1),128.0,72.0,0.0,0.12%,286.21,2.0,2.78%,7.95,2020-06-16 00:00:00
1068,Careiro da Várzea,157.0,57.0,0.0,0.10%,188.59,4.0,7.02%,13.23,2020-06-16 00:00:00
1069,Canutama (1),149.0,48.0,0.0,0.08%,307.12,0.0,0.00%,0,2020-06-16 00:00:00
1070,Apuí,174.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-16 00:00:00
1071,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-16 00:00:00
1072,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-16 00:00:00
1073,Manaus,61699,23138,143.0,40.75%,1060.03,1620,7.00%,74.22,2020-06-15 00:00:00
1074,INTERIOR,64421,33639,398.0,59.25%,1714.67,892,2.65%,45.47,2020-06-15 00:00:00
1075,Manacapuru,6.718999999999999,2894,12.0,5.10%,2971.95,121.0,4.18%,124.26,2020-06-15 00:00:00
1076,Coari,5308,2.88,0.0,5.07%,3384.37,77.0,2.67%,90.48,2020-06-15 00:00:00
1077,Tefé,2843,2.5,85.0,4.40%,4177.18,71.0,2.84%,118.63,2020-06-15 00:00:00
1078,São Gabriel da Cachoeira,3.3,2403,52.0,4.23%,5273.9,31.0,1.29%,68.04,2020-06-15 00:00:00
1079,Parintins,4081,2003,2.0,3.53%,1752.82,65.0,3.25%,56.88,2020-06-15 00:00:00
1080,Benjamin Constant,2.1630000000000003,1318,1.0,2.32%,3066.26,25.0,1.90%,58.16,2020-06-15 00:00:00
1081,Tabatinga (1),2208,1.18,2.0,2.08%,1792.11,67.0,5.68%,101.76,2020-06-15 00:00:00
1082,Iranduba,2.66,1142,5.0,2.01%,2364.59,35.0,3.06%,72.47,2020-06-15 00:00:00
1083,Itacoatiara (1),2185,1129,0.0,1.99%,1114.1,50.0,4.43%,49.34,2020-06-15 00:00:00
1084,Santo Antônio do Içá,1393,918.0,2.0,1.62%,4249.61,18.0,1.96%,83.33,2020-06-15 00:00:00
1085,Careiro,1496,861.0,0.0,1.52%,2273.63,13.0,1.51%,34.33,2020-06-15 00:00:00
1086,Maués,1671,805.0,15.0,1.42%,1259.68,29.0,3.60%,45.38,2020-06-15 00:00:00
1087,Autazes,1.3530000000000002,802.0,1.0,1.41%,2027.04,27.0,3.37%,68.24,2020-06-15 00:00:00
1088,Barcelos,1.4580000000000002,731.0,0.0,1.29%,2657.99,20.0,2.74%,72.72,2020-06-15 00:00:00
1089,Rio Preto da Eva,2351,598.0,6.0,1.05%,1793.26,11.0,1.84%,32.99,2020-06-15 00:00:00
1090,Presidente Figueiredo,1922,698.0,1.0,1.23%,1923.98,20.0,2.87%,55.13,2020-06-15 00:00:00
1091,São Paulo de Olivença (1),930.0,544.0,4.0,0.96%,1384.26,15.0,2.76%,38.17,2020-06-15 00:00:00
1092,Boca do Acre,1054,541.0,0.0,0.95%,1576.89,8.0,1.48%,23.32,2020-06-15 00:00:00
1093,Anori,775.0,528.0,0.0,0.93%,2513.09,9.0,1.70%,42.84,2020-06-15 00:00:00
1094,Tapauá (1),1295,512.0,0.0,0.90%,2984.38,3.0,0.59%,17.49,2020-06-15 00:00:00
1095,Barreirinha,704.0,462.0,0.0,0.81%,1441.9,6.0,1.30%,18.73,2020-06-15 00:00:00
1096,Itapiranga,457.0,457.0,1.0,0.80%,4995.63,5.0,1.09%,54.66,2020-06-15 00:00:00
1097,Alvarães (1),710.0,427.0,4.0,0.75%,2661.93,10.0,2.34%,62.34,2020-06-15 00:00:00
1098,Beruri,465.0,374.0,1.0,0.66%,1900.5,5.0,1.34%,25.41,2020-06-15 00:00:00
1099,Carauari (1),1.2109999999999999,369.0,1.0,0.65%,1304.16,4.0,1.08%,14.14,2020-06-15 00:00:00
1100,Fonte Boa (1),726.0,369.0,39.0,0.65%,2095.52,13.0,3.52%,73.83,2020-06-15 00:00:00
1101,Borba,839.0,362.0,12.0,0.64%,879.47,16.0,4.42%,38.87,2020-06-15 00:00:00
1102,Tonantins,711.0,352.0,1.0,0.62%,1876.83,14.0,3.98%,74.65,2020-06-15 00:00:00
1103,Amaturá,373.0,351.0,0.0,0.62%,3042.65,8.0,2.28%,69.35,2020-06-15 00:00:00
1104,Uarini,358.0,358.0,0.0,0.63%,2644.02,3.0,0.84%,22.16,2020-06-15 00:00:00
1105,Novo Aripuanã (1),321.0,291.0,0.0,0.51%,1134.77,8.0,2.75%,31.2,2020-06-15 00:00:00
1106,Humaitá,1034,323.0,0.0,0.57%,586.42,4.0,1.24%,7.26,2020-06-15 00:00:00
1107,Urucará,591.0,265.0,7.0,0.47%,1630.17,4.0,1.51%,24.61,2020-06-15 00:00:00
1108,Atalaia do Norte,460.0,253.0,0.0,0.45%,1270.02,1.0,0.40%,5.02,2020-06-15 00:00:00
1109,Urucurituba,673.0,250.0,0.0,0.44%,1083.89,2.0,0.80%,8.67,2020-06-15 00:00:00
1110,Eirunepé (1),679.0,241.0,0.0,0.42%,683.24,0.0,0.00%,0,2020-06-15 00:00:00
1111,Anamã,400.0,238.0,0.0,0.42%,1748.2,0.0,0.00%,0,2020-06-15 00:00:00
1112,Lábrea,298.0,234.0,3.0,0.41%,507.93,3.0,1.28%,6.51,2020-06-15 00:00:00
1113,Novo Airão,503.0,190.0,0.0,0.33%,976.66,5.0,2.63%,25.7,2020-06-15 00:00:00
1114,Nova Olinda do Norte,387.0,277.0,5.0,0.49%,741.08,17.0,6.14%,45.48,2020-06-15 00:00:00
1115,Jutaí,420.0,187.0,7.0,0.33%,1306.14,13.0,6.95%,90.8,2020-06-15 00:00:00
1116,Japurá,373.0,170.0,63.0,0.30%,6170.6,0.0,0.00%,0,2020-06-15 00:00:00
1117,Manaquiri,315.0,182.0,1.0,0.32%,566.89,8.0,4.40%,24.92,2020-06-15 00:00:00
1118,São Sebastião do Uatumã,302.0,161.0,1.0,0.28%,1148.36,1.0,0.62%,7.13,2020-06-15 00:00:00
1119,Maraã,459.0,158.0,23.0,0.28%,866.99,2.0,1.27%,10.97,2020-06-15 00:00:00
1120,Silves,299.0,144.0,3.0,0.25%,1570.17,4.0,2.78%,43.62,2020-06-15 00:00:00
1121,Boa Vista do Ramos,278.0,136.0,3.0,0.24%,708.08,2.0,1.47%,10.41,2020-06-15 00:00:00
1122,Caapiranga,271.0,129.0,0.0,0.23%,986.16,3.0,2.33%,22.93,2020-06-15 00:00:00
1123,Guajará (1),162.0,127.0,0.0,0.22%,761.48,1.0,0.79%,6,2020-06-15 00:00:00
1124,Nhamundá,180.0,110.0,1.0,0.19%,519.53,2.0,1.82%,9.45,2020-06-15 00:00:00
1125,Pauini (1),131.0,131.0,0.0,0.23%,674.35,0.0,0.00%,0,2020-06-15 00:00:00
1126,Codajás,164.0,102.0,1.0,0.18%,356.18,3.0,2.94%,10.48,2020-06-15 00:00:00
1127,Manicoré,678.0,97.0,32.0,0.17%,173.99,3.0,3.09%,5.38,2020-06-15 00:00:00
1128,Juruá (1),435.0,94.0,0.0,0.17%,638.93,0.0,0.00%,0,2020-06-15 00:00:00
1129,Itamarati (1),262.0,78.0,0.0,0.14%,993.5,1.0,1.28%,12.74,2020-06-15 00:00:00
1130,Santa Isabel do Rio Negro (1),128.0,72.0,0.0,0.13%,286.21,2.0,2.78%,7.95,2020-06-15 00:00:00
1131,Careiro da Várzea,152.0,56.0,0.0,0.10%,185.28,4.0,7.14%,13.23,2020-06-15 00:00:00
1132,Canutama,149.0,48.0,0.0,0.08%,307.12,0.0,0.00%,0,2020-06-15 00:00:00
1133,Apuí,169.0,27.0,1.0,0.05%,122.88,0.0,0.00%,0,2020-06-15 00:00:00
1134,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-15 00:00:00
1135,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-15 00:00:00
1136,Manaus,61558,23101,143.0,40.88%,1058.34,1614,6.99%,73.94,2020-06-14 00:00:00
1137,INTERIOR,63566,33405,388.0,59.12%,1702.74,878,2.63%,44.75,2020-06-14 00:00:00
1138,Manacapuru,6.7,2.87,12.0,5.08%,2947.31,121.0,4.22%,124.26,2020-06-14 00:00:00
1139,Coari,5308,2839,0.0,5.02%,3336.19,76.0,2.68%,89.31,2020-06-14 00:00:00
1140,Tefé,2825,2487,85.0,4.40%,4155.46,68.0,2.73%,113.62,2020-06-14 00:00:00
1141,São Gabriel da Cachoeira,3.0,2.4019999999999997,52.0,4.25%,5271.71,30.0,1.25%,65.84,2020-06-14 00:00:00
1142,Parintins,4042,1993,2.0,3.53%,1744.07,65.0,3.26%,56.88,2020-06-14 00:00:00
1143,Benjamin Constant,2.1590000000000003,1317,1.0,2.33%,3063.93,25.0,1.90%,58.16,2020-06-14 00:00:00
1144,Tabatinga,2208,1.18,2.0,2.09%,1792.11,67.0,5.68%,101.76,2020-06-14 00:00:00
1145,Iranduba,2.66,1.1420000000000001,5.0,2.02%,2364.59,35.0,3.06%,72.47,2020-06-14 00:00:00
1146,Itacoatiara (1),2185,1129,0.0,2.00%,1114.1,50.0,4.43%,49.34,2020-06-14 00:00:00
1147,Santo Antônio do Içá (1),1359,902.0,2.0,1.60%,4175.54,18.0,2.00%,83.33,2020-06-14 00:00:00
1148,Careiro,1.49,855.0,0.0,1.51%,2257.78,13.0,1.52%,34.33,2020-06-14 00:00:00
1149,Maués,1.6030000000000002,789.0,15.0,1.40%,1234.65,29.0,3.68%,45.38,2020-06-14 00:00:00
1150,Autazes,1.35,801.0,1.0,1.42%,2024.52,27.0,3.37%,68.24,2020-06-14 00:00:00
1151,Barcelos,1.34,708.0,0.0,1.25%,2574.36,20.0,2.82%,72.72,2020-06-14 00:00:00
1152,Rio Preto da Eva,2341,598.0,6.0,1.06%,1793.26,11.0,1.84%,32.99,2020-06-14 00:00:00
1153,Presidente Figueiredo,1909,688.0,1.0,1.22%,1896.41,19.0,2.76%,52.37,2020-06-14 00:00:00
1154,São Paulo de Olivença (1),930.0,544.0,4.0,0.96%,1384.26,15.0,2.76%,38.17,2020-06-14 00:00:00
1155,Boca do Acre (1),1051,539.0,0.0,0.95%,1571.06,8.0,1.48%,23.32,2020-06-14 00:00:00
1156,Anori,775.0,528.0,0.0,0.93%,2513.09,9.0,1.70%,42.84,2020-06-14 00:00:00
1157,Tapauá (1),1295,512.0,0.0,0.91%,2984.38,3.0,0.59%,17.49,2020-06-14 00:00:00
1158,Barreirinha,691.0,459.0,0.0,0.81%,1432.54,5.0,1.09%,15.61,2020-06-14 00:00:00
1159,Itapiranga,456.0,456.0,1.0,0.81%,4984.7,5.0,1.10%,54.66,2020-06-14 00:00:00
1160,Alvarães (1),710.0,427.0,0.0,0.76%,2661.93,10.0,2.34%,62.34,2020-06-14 00:00:00
1161,Beruri (1),465.0,374.0,1.0,0.66%,1900.5,5.0,1.34%,25.41,2020-06-14 00:00:00
1162,Carauari (1),1211,369.0,1.0,0.65%,1304.16,4.0,1.08%,14.14,2020-06-14 00:00:00
1163,Fonte Boa,726.0,369.0,39.0,0.65%,2095.52,13.0,3.52%,73.83,2020-06-14 00:00:00
1164,Borba,835.0,360.0,12.0,0.64%,874.61,16.0,4.44%,38.87,2020-06-14 00:00:00
1165,Tonantins (1),704.0,348.0,1.0,0.62%,1855.51,14.0,4.02%,74.65,2020-06-14 00:00:00
1166,Amaturá,368.0,351.0,0.0,0.62%,3042.65,8.0,2.28%,69.35,2020-06-14 00:00:00
1167,Uarini (1),346.0,346.0,0.0,0.61%,2555.39,2.0,0.58%,14.77,2020-06-14 00:00:00
1168,Novo Aripuanã,321.0,291.0,0.0,0.51%,1134.77,8.0,2.75%,31.2,2020-06-14 00:00:00
1169,Humaitá,1024,316.0,0.0,0.56%,573.71,3.0,0.95%,5.45,2020-06-14 00:00:00
1170,Urucará (1),589.0,263.0,3.0,0.47%,1617.86,4.0,1.52%,24.61,2020-06-14 00:00:00
1171,Atalaia do Norte,455.0,253.0,0.0,0.45%,1270.02,1.0,0.40%,5.02,2020-06-14 00:00:00
1172,Urucurituba,673.0,245.0,0.0,0.43%,1062.22,2.0,0.82%,8.67,2020-06-14 00:00:00
1173,Eirunepé,679.0,241.0,0.0,0.43%,683.24,0.0,0.00%,0,2020-06-14 00:00:00
1174,Anamã,396.0,237.0,0.0,0.42%,1740.86,0.0,0.00%,0,2020-06-14 00:00:00
1175,Lábrea,277.0,215.0,3.0,0.38%,466.69,3.0,1.40%,6.51,2020-06-14 00:00:00
1176,Novo Airão,503.0,190.0,0.0,0.34%,976.66,5.0,2.63%,25.7,2020-06-14 00:00:00
1177,Nova Olinda do Norte,291.0,271.0,5.0,0.48%,725.03,16.0,5.90%,42.81,2020-06-14 00:00:00
1178,Jutaí,420.0,185.0,7.0,0.33%,1292.17,12.0,6.49%,83.82,2020-06-14 00:00:00
1179,Japurá,372.0,169.0,62.0,0.30%,6134.3,0.0,0.00%,0,2020-06-14 00:00:00
1180,Manaquiri,310.0,177.0,1.0,0.31%,551.32,8.0,4.52%,24.92,2020-06-14 00:00:00
1181,São Sebastião do Uatumã,302.0,161.0,0.0,0.28%,1148.36,1.0,0.62%,7.13,2020-06-14 00:00:00
1182,Maraã (1),455.0,158.0,23.0,0.28%,866.99,2.0,1.27%,10.97,2020-06-14 00:00:00
1183,Silves,294.0,144.0,3.0,0.25%,1570.17,4.0,2.78%,43.62,2020-06-14 00:00:00
1184,Boa Vista do Ramos,276.0,136.0,3.0,0.24%,708.08,2.0,1.47%,10.41,2020-06-14 00:00:00
1185,Caapiranga,271.0,129.0,0.0,0.23%,986.16,2.0,1.55%,15.29,2020-06-14 00:00:00
1186,Guajará,162.0,127.0,0.0,0.22%,761.48,1.0,0.79%,6,2020-06-14 00:00:00
1187,Nhamundá,175.0,110.0,1.0,0.19%,519.53,2.0,1.82%,9.45,2020-06-14 00:00:00
1188,Pauini,131.0,131.0,0.0,0.23%,674.35,0.0,0.00%,0,2020-06-14 00:00:00
